City_x,Country,CityCountry,City_y,osm_url,flag,geohash,drives_on,bounds,latitude,longitude
El Alto,Bolivia,"El Alto, Bolivia","El Alto, Bolivia",https://www.openstreetmap.org/?mlat=-16.50482&mlon=-68.16243#map=17/-16.50482/-68.16243,🇧🇴,6mpd0gmsknj9h0rdgpe4,right,"{'northeast': {'lat': -16.2626621, 'lng': -68.108265}, 'southwest': {'lat': -16.6669839, 'lng': -68.32013}}",-16.5048228,-68.1624337
La Paz,Bolivia,"La Paz, Bolivia","La Paz, Bolivia",https://www.openstreetmap.org/?mlat=-16.49555&mlon=-68.13362#map=16/-16.49555/-68.13362,🇧🇴,6mpd1t4d7x2w28q7pevh,right,"{'northeast': {'lat': -15.7586421, 'lng': -67.6237089}, 'southwest': {'lat': -16.5923149, 'lng': -68.2458469}}",-16.4955455,-68.1336229
Santa Cruz de la Sierra,Bolivia,"Santa Cruz de la Sierra, Bolivia","Santa Cruz de la Sierra, Bolivia",https://www.openstreetmap.org/?mlat=-17.78342&mlon=-63.18209#map=17/-17.78342/-63.18209,🇧🇴,6sg4f68hn9yt3zmn38jm,right,"{'northeast': {'lat': -17.508098, 'lng': -62.7626556}, 'southwest': {'lat': -18.0179123, 'lng': -63.2840834}}",-17.7834217,-63.1820853
Ananindeua,Brazil,"Ananindeua, Brazil","Ananindeua, Brazil",https://www.openstreetmap.org/?mlat=-1.34322&mlon=-48.39122#map=16/-1.34322/-48.39122,🇧🇷,6zv86g6x4uu6j9t7k1nr,right,"{'northeast': {'lat': -1.2210259, 'lng': -48.331434}, 'southwest': {'lat': -1.465771, 'lng': -48.4400663}}",-1.3432245,-48.3912182
Aparecida de Goiânia,Brazil,"Aparecida de Goiânia, Brazil","Aparecida de Goiânia, Brazil",https://www.openstreetmap.org/?mlat=-16.82268&mlon=-49.24525#map=17/-16.82268/-49.24525,🇧🇷,6vhbr3s8y3sxrw7ebdvs,right,"{'northeast': {'lat': -16.7255951, 'lng': -49.1368678}, 'southwest': {'lat': -16.8924648, 'lng': -49.3856486}}",-16.8226769,-49.2452546
Aracaju,Brazil,"Aracaju, Brazil","Aracaju, Brazil",https://www.openstreetmap.org/?mlat=-11.01200&mlon=-37.09092#map=16/-11.01200/-37.09092,🇧🇷,7nj97gr4qydvcy7t02qy,right,"{'northeast': {'lat': -10.8625026, 'lng': -37.0334708}, 'southwest': {'lat': -11.1616028, 'lng': -37.1736913}}",-11.0119986,-37.0909236
Belém,Brazil,"Belém, Brazil","Belém, Brazil",https://www.openstreetmap.org/?mlat=-1.45056&mlon=-48.46825#map=17/-1.45056/-48.46825,🇧🇷,6ztx9pftbh0be9txwh0k,right,"{'northeast': {'lat': -1.0194267, 'lng': -48.2961242}, 'southwest': {'lat': -1.5265847, 'lng': -48.6244082}}",-1.45056,-48.4682453
Belo Horizonte,Brazil,"Belo Horizonte, Brazil","Belo Horizonte, Brazil",https://www.openstreetmap.org/?mlat=-19.92273&mlon=-43.94509#map=17/-19.92273/-43.94509,🇧🇷,7h2y8j0jtjd7dsbz2fjq,right,"{'northeast': {'lat': -19.7765437, 'lng': -43.8572199}, 'southwest': {'lat': -20.0594646, 'lng': -44.0632916}}",-19.9227318,-43.9450948
Brasília,Brazil,"Brasília, Brazil","Brasília, Brazil",https://www.openstreetmap.org/?mlat=-10.33333&mlon=-53.20000#map=17/-10.33333/-53.20000,🇧🇷,6y4jjqugyphcferweqpx,right,"{'northeast': {'lat': 5.2695808, 'lng': -28.6289646}, 'southwest': {'lat': -33.8694284, 'lng': -73.9830625}}",-10.3333333,-53.2
Campinas,Brazil,"Campinas, Brazil","Campinas, Brazil",https://www.openstreetmap.org/?mlat=-22.90564&mlon=-47.05956#map=16/-22.90564/-47.05956,🇧🇷,6gyt9nhkbxmu8b80ms6d,right,"{'northeast': {'lat': -22.7290463, 'lng': -46.8152838}, 'southwest': {'lat': -23.0612161, 'lng': -47.2463023}}",-22.9056391,-47.059564
Campo Grande,Brazil,"Campo Grande, Brazil","Campo Grande, Brazil",https://www.openstreetmap.org/?mlat=-20.46402&mlon=-54.61629#map=17/-20.46402/-54.61629,🇧🇷,6u35t4tskndvyu5d2wkg,right,"{'northeast': {'lat': -20.1659663, 'lng': -53.5997434}, 'southwest': {'lat': -21.5845441, 'lng': -54.9252802}}",-20.4640173,-54.6162947
Contagem,Brazil,"Contagem, Brazil","Contagem, Brazil",https://www.openstreetmap.org/?mlat=-19.91327&mlon=-44.08410#map=16/-19.91327/-44.08410,🇧🇷,7h2wsyfuy0s032kgtzh5,right,"{'northeast': {'lat': -19.7980712, 'lng': -44.0059863}, 'southwest': {'lat': -19.983828, 'lng': -44.1624207}}",-19.9132749,-44.0840953
Cuiabá,Brazil,"Cuiabá, Brazil","Cuiabá, Brazil",https://www.openstreetmap.org/?mlat=-15.59867&mlon=-56.09913#map=16/-15.59867/-56.09913,🇧🇷,6v0p72mg5t2v259hktqq,right,"{'northeast': {'lat': -15.0700643, 'lng': -55.1272671}, 'southwest': {'lat': -16.5370567, 'lng': -56.3019265}}",-15.5986686,-56.0991301
Curitiba,Brazil,"Curitiba, Brazil","Curitiba, Brazil",https://www.openstreetmap.org/?mlat=-25.42960&mlon=-49.27127#map=17/-25.42960/-49.27127,🇧🇷,6gkzqf9vb5smqex51z1y,right,"{'northeast': {'lat': -25.3450768, 'lng': -49.1843182}, 'southwest': {'lat': -25.6435043, 'lng': -49.38914}}",-25.4295963,-49.2712724
Duque de Caxias,Brazil,"Duque de Caxias, Brazil","Duque de Caxias, Brazil",https://www.openstreetmap.org/?mlat=-22.78962&mlon=-43.30993#map=17/-22.78962/-43.30993,🇧🇷,75cnq7q8vd2q2zepvvjz,right,"{'northeast': {'lat': -22.7400978, 'lng': -43.2427171}, 'southwest': {'lat': -22.8104928, 'lng': -43.3309145}}",-22.7896225,-43.309929
Feira de Santana,Brazil,"Feira de Santana, Brazil","Feira de Santana, Brazil",https://www.openstreetmap.org/?mlat=-12.25789&mlon=-38.95980#map=16/-12.25789/-38.95980,🇧🇷,7ju632w2dg019txzxtx6,right,"{'northeast': {'lat': -11.9813841, 'lng': -38.8115579}, 'southwest': {'lat': -12.4186643, 'lng': -39.2965089}}",-12.2578934,-38.9598047
Fortaleza,Brazil,"Fortaleza, Brazil","Fortaleza, Brazil",https://www.openstreetmap.org/?mlat=-3.73045&mlon=-38.52180#map=17/-3.73045/-38.52180,🇧🇷,7pkdg2vk912zg1xk5t4t,right,"{'northeast': {'lat': -3.6921047, 'lng': -38.4013259}, 'southwest': {'lat': -3.8945441, 'lng': -38.6379078}}",-3.7304512,-38.5217989
Goiânia,Brazil,"Goiânia, Brazil","Goiânia, Brazil",https://www.openstreetmap.org/?mlat=-16.68088&mlon=-49.25327#map=17/-16.68088/-49.25327,🇧🇷,6vhcp5qfgdhwypnjgbbx,right,"{'northeast': {'lat': -16.4542142, 'lng': -49.078}, 'southwest': {'lat': -16.8318764, 'lng': -49.4469524}}",-16.680882,-49.2532691
Guarulhos,Brazil,"Guarulhos, Brazil","Guarulhos, Brazil",https://www.openstreetmap.org/?mlat=-23.46759&mlon=-46.52777#map=17/-23.46759/-46.52777,🇧🇷,6gyfmpze277u67cbrwxm,right,"{'northeast': {'lat': -23.273746, 'lng': -46.335728}, 'southwest': {'lat': -23.510097, 'lng': -46.570839}}",-23.4675941,-46.5277704
Jaboatão dos Guararapes,Brazil,"Jaboatão dos Guararapes, Brazil","Jaboatão dos Guararapes, Brazil",https://www.openstreetmap.org/?mlat=-8.17525&mlon=-34.94687#map=17/-8.17525/-34.94687,🇧🇷,7nx1kz8rwz7ue0p1y74c,right,"{'northeast': {'lat': -8.0563618, 'lng': -34.9088591}, 'southwest': {'lat': -8.2423628, 'lng': -35.097}}",-8.1752476,-34.9468716
João Pessoa,Brazil,"João Pessoa, Brazil","João Pessoa, Brazil",https://www.openstreetmap.org/?mlat=-7.15193&mlon=-34.85231#map=16/-7.15193/-34.85231,🇧🇷,7nxpqfj2fr45qg3e7wvb,right,"{'northeast': {'lat': -7.0559654, 'lng': -34.7930182}, 'southwest': {'lat': -7.2477433, 'lng': -34.9740106}}",-7.1519328,-34.8523098
Joinville,Brazil,"Joinville, Brazil","Joinville, Brazil",https://www.openstreetmap.org/?mlat=-26.30449&mlon=-48.84867#map=17/-26.30449/-48.84867,🇧🇷,6gm627mmprtwqepj52ze,right,"{'northeast': {'lat': -26.0742386, 'lng': -48.7232578}, 'southwest': {'lat': -26.4521289, 'lng': -49.2008415}}",-26.3044898,-48.8486726
Juiz de Fora,Brazil,"Juiz de Fora, Brazil","Juiz de Fora, Brazil",https://www.openstreetmap.org/?mlat=-21.76095&mlon=-43.35011#map=16/-21.76095/-43.35011,🇧🇷,7h1hjw93m0kcr9htzrbv,right,"{'northeast': {'lat': -21.520535, 'lng': -43.146653}, 'southwest': {'lat': -21.999342, 'lng': -43.685934}}",-21.7609533,-43.3501129
Londrina,Brazil,"Londrina, Brazil","Londrina, Brazil",https://www.openstreetmap.org/?mlat=-23.31129&mlon=-51.15950#map=17/-23.31129/-51.15950,🇧🇷,6gge7u6cchypy2dbpuvf,right,"{'northeast': {'lat': -23.1721439, 'lng': -50.8760623}, 'southwest': {'lat': -23.7799202, 'lng': -51.3213961}}",-23.3112878,-51.1595023
Maceió,Brazil,"Maceió, Brazil","Maceió, Brazil",https://www.openstreetmap.org/?mlat=-22.91430&mlon=-43.06949#map=17/-22.91430/-43.06949,🇧🇷,75cmeutf80k4utcq7k5q,right,"{'northeast': {'lat': -22.9081909, 'lng': -43.0642533}, 'southwest': {'lat': -22.9199993, 'lng': -43.0769948}}",-22.9143029,-43.0694906
Manaus,Brazil,"Manaus, Brazil","Manaus, Brazil",https://www.openstreetmap.org/?mlat=-3.13163&mlon=-59.98250#map=16/-3.13163/-59.98250,🇧🇷,6xmq5jfhfm5pxng60pjb,right,"{'northeast': {'lat': -1.924, 'lng': -59.16}, 'southwest': {'lat': -3.222, 'lng': -60.801}}",-3.1316333,-59.9825041
Natal,Brazil,"Natal, Brazil","Natal, Brazil",https://www.openstreetmap.org/?mlat=-5.80540&mlon=-35.20809#map=17/-5.80540/-35.20809,🇧🇷,7nyyyz4m052uj2rtu505,right,"{'northeast': {'lat': -5.7027379, 'lng': -35.1531034}, 'southwest': {'lat': -5.9002112, 'lng': -35.2912366}}",-5.805398,-35.2080905
Nova Iguaçu,Brazil,"Nova Iguaçu, Brazil","Nova Iguaçu, Brazil",https://www.openstreetmap.org/?mlat=-22.75922&mlon=-43.45087#map=16/-22.75922/-43.45087,🇧🇷,75cne2b1cq2gqu1ph14z,right,"{'northeast': {'lat': -22.5260125, 'lng': -43.3643969}, 'southwest': {'lat': -22.8652766, 'lng': -43.6737687}}",-22.7592175,-43.4508728
Osasco,Brazil,"Osasco, Brazil","Osasco, Brazil",https://www.openstreetmap.org/?mlat=-23.53528&mlon=-46.78828#map=17/-23.53528/-46.78828,🇧🇷,6gydp79c446j0chy3dr8,right,"{'northeast': {'lat': -23.4613543, 'lng': -46.747045}, 'southwest': {'lat': -23.6090912, 'lng': -46.821827}}",-23.5352768,-46.7882797
Porto Alegre,Brazil,"Porto Alegre, Brazil","Porto Alegre, Brazil",https://www.openstreetmap.org/?mlat=-30.03250&mlon=-51.23038#map=17/-30.03250/-51.23038,🇧🇷,6fet4hz0j8nrvk15qk4v,right,"{'northeast': {'lat': -29.9324744, 'lng': -51.0188522}, 'southwest': {'lat': -30.2694499, 'lng': -51.3034404}}",-30.0324999,-51.2303767
Porto Velho,Brazil,"Porto Velho, Brazil","Porto Velho, Brazil",https://www.openstreetmap.org/?mlat=-8.74945&mlon=-63.87354#map=17/-8.74945/-63.87354,🇧🇷,6w6w4x0wwxcdz7q45dfh,right,"{'northeast': {'lat': -7.9692942, 'lng': -62.237}, 'southwest': {'lat': -10.0, 'lng': -66.8058676}}",-8.7494525,-63.8735438
Recife,Brazil,"Recife, Brazil","Recife, Brazil",https://www.openstreetmap.org/?mlat=-8.05849&mlon=-34.88482#map=17/-8.05849/-34.88482,🇧🇷,7nx4nhvxugcrhbbyd2fu,right,"{'northeast': {'lat': -7.928967, 'lng': -34.8515401}, 'southwest': {'lat': -8.1551869, 'lng': -35.0186478}}",-8.0584933,-34.8848193
Ribeirão Preto,Brazil,"Ribeirão Preto, Brazil","Ribeirão Preto, Brazil",https://www.openstreetmap.org/?mlat=-21.17763&mlon=-47.81010#map=16/-21.17763/-47.81010,🇧🇷,6unp809xrgqg6g96v780,right,"{'northeast': {'lat': -21.0593676, 'lng': -47.6460937}, 'southwest': {'lat': -21.3692461, 'lng': -47.9879926}}",-21.1776315,-47.8100983
Rio de Janeiro,Brazil,"Rio de Janeiro, Brazil","Rio de Janeiro, Brazil",https://www.openstreetmap.org/?mlat=-22.91101&mlon=-43.20937#map=17/-22.91101/-43.20937,🇧🇷,75cm8tpvstkrz8uhcge0,right,"{'northeast': {'lat': -22.7460878, 'lng': -43.0990811}, 'southwest': {'lat': -23.0827051, 'lng': -43.796252}}",-22.9110137,-43.2093727
Salvador,Brazil,"Salvador, Brazil","Salvador, Brazil",https://www.openstreetmap.org/?mlat=-12.98225&mlon=-38.48128#map=16/-12.98225/-38.48128,🇧🇷,7jswhkducm0nbehuvx2d,right,"{'northeast': {'lat': -12.7335366, 'lng': -38.3034141}, 'southwest': {'lat': -13.0173949, 'lng': -38.6994346}}",-12.9822499,-38.4812772
Santo André,Brazil,"Santo André, Brazil","Santo André, Brazil",https://www.openstreetmap.org/?mlat=-23.65335&mlon=-46.52790#map=17/-23.65335/-46.52790,🇧🇷,6gycmnp3jrb3bus57nzw,right,"{'northeast': {'lat': -23.6056577, 'lng': -46.2786211}, 'southwest': {'lat': -23.8158052, 'lng': -46.5673015}}",-23.6533509,-46.5279039
São Bernardo do Campo,Brazil,"São Bernardo do Campo, Brazil","São Bernardo do Campo, Brazil",https://www.openstreetmap.org/?mlat=-23.70803&mlon=-46.55067#map=17/-23.70803/-46.55067,🇧🇷,6gychsnfdwj1s2mwk9ye,right,"{'northeast': {'lat': -23.6411371, 'lng': -46.4101207}, 'southwest': {'lat': -23.9669798, 'lng': -46.6520805}}",-23.7080345,-46.5506747
São Gonçalo,Brazil,"São Gonçalo, Brazil","São Gonçalo, Brazil",https://www.openstreetmap.org/?mlat=-22.82190&mlon=-43.03093#map=17/-22.82190/-43.03093,🇧🇷,75cqhv3ufc0x6g69cucm,right,"{'northeast': {'lat': -22.7340701, 'lng': -42.9915589}, 'southwest': {'lat': -22.8562238, 'lng': -43.081499}}",-22.8219014,-43.0309252
São José dos Campos,Brazil,"São José dos Campos, Brazil","São José dos Campos, Brazil",https://www.openstreetmap.org/?mlat=-23.18678&mlon=-45.88545#map=16/-23.18678/-45.88545,🇧🇷,6gzk5fgpprmb3qezk6p7,right,"{'northeast': {'lat': -22.8165952, 'lng': -45.7265203}, 'southwest': {'lat': -23.3061183, 'lng': -46.107}}",-23.1867782,-45.8854538
São Luís,Brazil,"São Luís, Brazil","São Luís, Brazil",https://www.openstreetmap.org/?mlat=-2.52953&mlon=-44.29639#map=17/-2.52953/-44.29639,🇧🇷,7p8985827nnd8mdwnzsc,right,"{'northeast': {'lat': -2.473258, 'lng': -44.1616205}, 'southwest': {'lat': -2.8004242, 'lng': -44.4110534}}",-2.5295265,-44.2963942
São Paulo,Brazil,"São Paulo, Brazil","São Paulo, Brazil",https://www.openstreetmap.org/?mlat=-23.55065&mlon=-46.63338#map=17/-23.55065/-46.63338,🇧🇷,6gyf4bdxe2tb3y6sy0ey,right,"{'northeast': {'lat': -23.3577551, 'lng': -46.3650898}, 'southwest': {'lat': -24.0079003, 'lng': -46.8262692}}",-23.5506507,-46.6333824
Sorocaba,Brazil,"Sorocaba, Brazil","Sorocaba, Brazil",https://www.openstreetmap.org/?mlat=-23.46848&mlon=-47.44241#map=16/-23.46848/-47.44241,🇧🇷,6gy62rtqptsfx4zjfvre,right,"{'northeast': {'lat': -23.349555, 'lng': -47.3023274}, 'southwest': {'lat': -23.5874914, 'lng': -47.5706612}}",-23.4684836,-47.4424129
Teresina,Brazil,"Teresina, Brazil","Teresina, Brazil",https://www.openstreetmap.org/?mlat=-5.08746&mlon=-42.80496#map=17/-5.08746/-42.80496,🇧🇷,7p1e1cy7khwd5xqcsy63,right,"{'northeast': {'lat': -4.787, 'lng': -42.599}, 'southwest': {'lat': -5.586598, 'lng': -42.9706437}}",-5.0874608,-42.8049571
Uberlândia,Brazil,"Uberlândia, Brazil","Uberlândia, Brazil",https://www.openstreetmap.org/?mlat=-18.91880&mlon=-48.27678#map=17/-18.91880/-48.27678,🇧🇷,6utsm7vvvrkcxkuvunfh,right,"{'northeast': {'lat': -18.5922258, 'lng': -47.9034816}, 'southwest': {'lat': -19.416808, 'lng': -48.8234391}}",-18.9188041,-48.2767837
Plovdiv,Bulgaria,"Plovdiv, Bulgaria","Plovdiv, Bulgaria",https://www.openstreetmap.org/?mlat=42.14185&mlon=24.74993#map=17/42.14185/24.74993,🇧🇬,sx3xepwq54vptg0yg69e,right,"{'northeast': {'lat': 42.3018541, 'lng': 24.9099297}, 'southwest': {'lat': 41.9818541, 'lng': 24.5899297}}",42.1418541,24.7499297
Sofia,Bulgaria,"Sofia, Bulgaria","Sofia, Bulgaria",https://www.openstreetmap.org/?mlat=42.69770&mlon=23.32174#map=16/42.69770/23.32174,🇧🇬,sx8dfsyk5udwq2403num,right,"{'northeast': {'lat': 42.864302, 'lng': 23.6215817}, 'southwest': {'lat': 42.5579851, 'lng': 23.167997}}",42.6977028,23.3217359
Varna,Bulgaria,"Varna, Bulgaria","Varna, Bulgaria",https://www.openstreetmap.org/?mlat=43.20521&mlon=27.86020#map=16/43.20521/27.86020,🇧🇬,sxevccr0tg89kruygerr,right,"{'northeast': {'lat': 43.310216, 'lng': 28.0562129}, 'southwest': {'lat': 43.100229, 'lng': 27.736489}}",43.2052135,27.8602025
Bobo Dioulasso,Burkina Faso,"Bobo Dioulasso, Burkina Faso","Bobo Dioulasso, Burkina Faso",https://www.openstreetmap.org/?mlat=11.17658&mlon=-4.29614#map=17/11.17658/-4.29614,🇧🇫,ecuzw4xsk97nkb0srnyy,right,"{'northeast': {'lat': 11.3365796, 'lng': -4.1361436}, 'southwest': {'lat': 11.0165796, 'lng': -4.4561436}}",11.1765796,-4.2961436
Ouagadougou,Burkina Faso,"Ouagadougou, Burkina Faso","Ouagadougou, Burkina Faso",https://www.openstreetmap.org/?mlat=12.36819&mlon=-1.52709#map=17/12.36819/-1.52709,🇧🇫,efnym781bj5zh3cx58r8,right,"{'northeast': {'lat': 12.5281873, 'lng': -1.3670944}, 'southwest': {'lat': 12.2081873, 'lng': -1.6870944}}",12.3681873,-1.5270944
Bujumbura,Burundi,"Bujumbura, Burundi","Bujumbura, Burundi",https://www.openstreetmap.org/?mlat=-3.36381&mlon=29.36750#map=17/-3.36381/29.36750,🇧🇮,kxkuu78u27vhzdgc0d14,right,"{'northeast': {'lat': -3.2038125, 'lng': 29.5275028}, 'southwest': {'lat': -3.5238125, 'lng': 29.2075028}}",-3.3638125,29.3675028
Douala,Cameroon,"Douala, Cameroon","Douala, Cameroon",https://www.openstreetmap.org/?mlat=4.04294&mlon=9.70620#map=17/4.04294/9.70620,🇨🇲,s0wyuzgzffktun52q4r3,right,"{'northeast': {'lat': 4.2029389, 'lng': 9.8662018}, 'southwest': {'lat': 3.8829389, 'lng': 9.5462018}}",4.0429389,9.7062018
Yaoundé,Cameroon,"Yaoundé, Cameroon","Yaoundé, Cameroon",https://www.openstreetmap.org/?mlat=3.86899&mlon=11.52133#map=17/3.86899/11.52133,🇨🇲,s28nn0md6x3sduwvx3ys,right,"{'northeast': {'lat': 3.9691958, 'lng': 11.5748061}, 'southwest': {'lat': 3.7134029, 'lng': 11.4111836}}",3.8689867,11.5213344
Brampton,Canada,"Brampton, Canada","Brampton, Canada",https://www.openstreetmap.org/?mlat=43.68583&mlon=-79.75994#map=17/43.68583/-79.75994,🇨🇦,dpz290b86v2dw0f4kh4r,right,"{'northeast': {'lat': 43.8480959, 'lng': -79.6302939}, 'southwest': {'lat': 43.6018018, 'lng': -79.8888473}}",43.685832,-79.7599366
Calgary,Canada,"Calgary, Canada","Calgary, Canada",https://www.openstreetmap.org/?mlat=51.04561&mlon=-114.05754#map=17/51.04561/-114.05754,🇨🇦,c3nfks9f4wtqbhupcz6q,right,"{'northeast': {'lat': 51.2125013, 'lng': -113.8600018}, 'southwest': {'lat': 50.842526, 'lng': -114.3157587}}",51.0456064,-114.057541
Edmonton,Canada,"Edmonton, Canada","Edmonton, Canada",https://www.openstreetmap.org/?mlat=53.54621&mlon=-113.49124#map=16/53.54621/-113.49124,🇨🇦,c3x297y1q2jjs6nemt4b,right,"{'northeast': {'lat': 53.7162646, 'lng': -113.2714783}, 'southwest': {'lat': 53.3372558, 'lng': -113.7138411}}",53.5462055,-113.491241
Hamilton,Canada,"Hamilton, Canada","Hamilton, Canada",https://www.openstreetmap.org/?mlat=43.25608&mlon=-79.87286#map=17/43.25608/-79.87286,🇨🇦,dpxnn6w2gtb1jmg7cn2j,right,"{'northeast': {'lat': 43.4706805, 'lng': -79.6221146}, 'southwest': {'lat': 43.0505073, 'lng': -80.2485579}}",43.2560802,-79.8728583
Mississauga,Canada,"Mississauga, Canada","Mississauga, Canada",https://www.openstreetmap.org/?mlat=43.58962&mlon=-79.64439#map=17/43.58962/-79.64439,🇨🇦,dpxrgxhxzq8n16whsd7g,right,"{'northeast': {'lat': 43.7370604, 'lng': -79.5385553}, 'southwest': {'lat': 43.4789901, 'lng': -79.8103184}}",43.5896231,-79.6443879
Montreal,Canada,"Montreal, Canada","Montreal, Canada",https://www.openstreetmap.org/?mlat=45.50318&mlon=-73.56981#map=17/45.50318/-73.56981,🇨🇦,f25dvgs55rbpzmzgsgun,right,"{'northeast': {'lat': 45.7047897, 'lng': -73.4742952}, 'southwest': {'lat': 45.4100756, 'lng': -73.9741567}}",45.5031824,-73.5698065
Ottawa,Canada,"Ottawa, Canada","Ottawa, Canada",https://www.openstreetmap.org/?mlat=45.42088&mlon=-75.69011#map=17/45.42088/-75.69011,🇨🇦,f244mss5u96cm0b2mdbw,right,"{'northeast': {'lat': 45.5376502, 'lng': -75.2465783}, 'southwest': {'lat': 44.9617738, 'lng': -76.3555857}}",45.4208777,-75.6901106
Quebec City,Canada,"Quebec City, Canada","Quebec City, Canada",https://www.openstreetmap.org/?mlat=46.81374&mlon=-71.20841#map=16/46.81374/-71.20841,🇨🇦,f2m67d5tgf5zpbbcmsjj,right,"{'northeast': {'lat': 46.9806797, 'lng': -71.1336606}, 'southwest': {'lat': 46.7277099, 'lng': -71.5492175}}",46.8137431,-71.2084061
Surrey,Canada,"Surrey, Canada","Surrey, Canada",https://www.openstreetmap.org/?mlat=49.19130&mlon=-122.84914#map=16/49.19130/-122.84914,🇨🇦,c28xu7pbp7xdj3c6rxk0,right,"{'northeast': {'lat': 49.220825, 'lng': -122.6791093}, 'southwest': {'lat': 49.0020767, 'lng': -122.957166}}",49.1913033,-122.849143
Toronto,Canada,"Toronto, Canada","Toronto, Canada",https://www.openstreetmap.org/?mlat=43.65348&mlon=-79.38393#map=17/43.65348/-79.38393,🇨🇦,dpz83df7uqb12z58vb26,right,"{'northeast': {'lat': 43.8554425, 'lng': -79.1132193}, 'southwest': {'lat': 43.5796082, 'lng': -79.6392832}}",43.6534817,-79.3839347
Vancouver,Canada,"Vancouver, Canada","Vancouver, Canada",https://www.openstreetmap.org/?mlat=49.26087&mlon=-123.11395#map=17/49.26087/-123.11395,🇨🇦,c2b2nrxjkupvbkvvp9sr,right,"{'northeast': {'lat': 49.3161714, 'lng': -123.0232419}, 'southwest': {'lat': 49.1989306, 'lng': -123.2249611}}",49.2608724,-123.113952
Winnipeg,Canada,"Winnipeg, Canada","Winnipeg, Canada",https://www.openstreetmap.org/?mlat=49.89554&mlon=-97.13846#map=17/49.89554/-97.13846,🇨🇦,cbfgve1ytf5tgvmysxce,right,"{'northeast': {'lat': 49.9940075, 'lng': -96.9565293}, 'southwest': {'lat': 49.7135538, 'lng': -97.3491505}}",49.8955367,-97.1384584
Bangui,Central African Republic,"Bangui, Central African Republic","Bangui, Central African Republic",https://www.openstreetmap.org/?mlat=4.36351&mlon=18.58359#map=17/4.36351/18.58359,🇨🇫,s2v0yfk5m1d1b2tryb6p,right,"{'northeast': {'lat': 4.4329846, 'lng': 18.644089}, 'southwest': {'lat': 4.3236747, 'lng': 18.5238866}}",4.3635118,18.5835913
N'Djamena,Chad,"N'Djamena, Chad","N'Djamena, Chad",https://www.openstreetmap.org/?mlat=12.11915&mlon=15.05028#map=17/12.11915/15.05028,🇹🇩,s64syqpr0y552ekbb35j,right,"{'northeast': {'lat': 12.2534873, 'lng': 15.1825726}, 'southwest': {'lat': 12.0539646, 'lng': 14.8852944}}",12.1191543,15.0502758
Puente Alto,Chile,"Puente Alto, Chile","Puente Alto, Chile",https://www.openstreetmap.org/?mlat=-33.60953&mlon=-70.57547#map=17/-33.60953/-70.57547,🇨🇱,66jbf18d23bstqztnkbr,right,"{'northeast': {'lat': -33.5427605, 'lng': -70.4858251}, 'southwest': {'lat': -33.6433849, 'lng': -70.6313258}}",-33.6095279,-70.5754736
Santiago,Chile,"Santiago, Chile","Santiago, Chile",https://www.openstreetmap.org/?mlat=-33.43778&mlon=-70.65045#map=17/-33.43778/-70.65045,🇨🇱,66jcb2cfv4y544upk9vg,right,"{'northeast': {'lat': -33.4255888, 'lng': -70.6249963}, 'southwest': {'lat': -33.4785698, 'lng': -70.6920527}}",-33.4377756,-70.6504502
Beijing,China,"Beijing, China","Beijing, China",https://www.openstreetmap.org/?mlat=40.19063&mlon=116.41214#map=17/40.19063/116.41214,🇨🇳,wx4u9h2xrscfrueyns9j,right,"{'northeast': {'lat': 41.0595584, 'lng': 117.7371243}, 'southwest': {'lat': 39.1707096, 'lng': 115.4172086}}",40.190632,116.412144
Chengdu,China,"Chengdu, China","Chengdu, China",https://www.openstreetmap.org/?mlat=30.65986&mlon=104.06337#map=17/30.65986/104.06337,🇨🇳,wm6n2j2wsk9vxdfm9uv0,right,"{'northeast': {'lat': 31.4370968, 'lng': 104.8948475}, 'southwest': {'lat': 30.09155, 'lng': 102.989623}}",30.6598628,104.0633717
Chongqing,China,"Chongqing, China","Chongqing, China",https://www.openstreetmap.org/?mlat=30.05518&mlon=107.87487#map=17/30.05518/107.87487,🇨🇳,wmkdyz2h4ewh0nh299zs,right,"{'northeast': {'lat': 32.2036631, 'lng': 110.1944429}, 'southwest': {'lat': 28.161744, 'lng': 105.2868306}}",30.05518,107.8748712
Dalian,China,"Dalian, China","Dalian, China",https://www.openstreetmap.org/?mlat=38.91817&mlon=121.62829#map=16/38.91817/121.62829,🇨🇳,wwymrsz4b8vxqb1umnn5,right,"{'northeast': {'lat': 39.0781714, 'lng': 121.7882945}, 'southwest': {'lat': 38.7581714, 'lng': 121.4682945}}",38.9181714,121.6282945
Dongguan,China,"Dongguan, China","Dongguan, China",https://www.openstreetmap.org/?mlat=23.02060&mlon=113.74578#map=16/23.02060/113.74578,🇨🇳,ws0fuqg0sy212p0erj1m,right,"{'northeast': {'lat': 23.1449285, 'lng': 114.2552753}, 'southwest': {'lat': 22.6564773, 'lng': 113.5164763}}",23.0205969,113.7457788
Foshan,China,"Foshan, China","Foshan, China",https://www.openstreetmap.org/?mlat=23.02398&mlon=113.11596#map=16/23.02398/113.11596,🇨🇳,ws06yp2s2u9zmc7f7uj5,right,"{'northeast': {'lat': 23.576193, 'lng': 113.3879656}, 'southwest': {'lat': 22.6452239, 'lng': 112.3854945}}",23.0239788,113.1159558
